area,plot_id,T2m,relhum,windspeed,VPD
China,CH_A1,8.426992753623189,87.19542572463769,0.2482427536231884,0.14255130445275951
China,CH_A2,8.426992753623189,87.19542572463769,0.2482427536231884,0.14255130445275951
China,CH_A3,8.426992753623189,87.19542572463769,0.2482427536231884,0.14255130445275951
China,CH_A4,8.426992753623189,87.19542572463769,0.2482427536231884,0.14255130445275951
China,CH_A5,8.426992753623189,87.19542572463769,0.2482427536231884,0.14255130445275951
China,CH_A6,8.426992753623189,87.19542572463769,0.2482427536231884,0.14255130445275951
China,CH_A7,8.426992753623189,87.19542572463769,0.2482427536231884,0.14255130445275951
China,CH_H1,6.659918478260869,94.00991847826087,0.2687182971014493,0.05983480717243601
China,CH_H3,6.659918478260869,94.00991847826087,0.2687182971014493,0.05983480717243601
China,CH_H4,6.659918478260869,94.00991847826087,0.2687182971014493,0.05983480717243601
China,CH_H5,6.659918478260869,94.00991847826087,0.2687182971014493,0.05983480717243601
China,CH_L1,11.859103260869565,74.7893115942029,0.14509510869565218,0.3517999775457449
China,CH_L2,11.859103260869565,74.7893115942029,0.14509510869565218,0.3517999775457449
China,CH_L3,11.859103260869565,74.7893115942029,0.14509510869565218,0.3517999775457449
China,CH_L4,11.859103260869565,74.7893115942029,0.14509510869565218,0.3517999775457449
China,CH_L5,11.859103260869565,74.7893115942029,0.14509510869565218,0.3517999775457449
China,CH_L6,11.859103260869565,74.7893115942029,0.14509510869565218,0.3517999775457449
China,CH_L7,11.859103260869565,74.7893115942029,0.14509510869565218,0.3517999775457449
China,CH_M1,10.148822463768116,82.67884963768115,0.15957427536231883,0.21608054235560364
China,CH_M2,10.148822463768116,82.67884963768115,0.15957427536231883,0.21608054235560364
China,CH_M3,10.148822463768116,82.67884963768115,0.15957427536231883,0.21608054235560364
China,CH_M4,10.148822463768116,82.67884963768115,0.15957427536231883,0.21608054235560364
China,CH_M5,10.148822463768116,82.67884963768115,0.15957427536231883,0.21608054235560364
China,CH_M6,10.148822463768116,82.67884963768115,0.15957427536231883,0.21608054235560364
China,CH_M7,10.148822463768116,82.67884963768115,0.15957427536231883,0.21608054235560364
Colorado,US_almont1,16.29266304347826,47.684646739130436,0.3472146739130435,0.9899469686072004
Colorado,US_almont2,16.29266304347826,47.684646739130436,0.3472146739130435,0.9899469686072004
Colorado,US_almont3,16.29266304347826,47.684646739130436,0.3472146739130435,0.9899469686072004
Colorado,US_almont4,16.29266304347826,47.684646739130436,0.3472146739130435,0.9899469686072004
Colorado,US_almont5,16.29266304347826,47.684646739130436,0.3472146739130435,0.9899469686072004
Colorado,US_cbt1,14.069474637681159,47.046422101449274,0.25192934782608695,0.8651397754026696
Colorado,US_cbt2,14.069474637681159,47.046422101449274,0.25192934782608695,0.8651397754026696
Colorado,US_cbt3,14.069474637681159,47.046422101449274,0.25192934782608695,0.8651397754026696
Colorado,US_cbt4,14.069474637681159,47.046422101449274,0.25192934782608695,0.8651397754026696
Colorado,US_cbt5,14.069474637681159,47.046422101449274,0.25192934782608695,0.8651397754026696
Colorado,US_cinnamon1,9.331657608695652,57.68179347826087,0.2672282608695652,0.5061417177609461
Colorado,US_cinnamon2,9.331657608695652,57.68179347826087,0.2672282608695652,0.5061417177609461
Colorado,US_cinnamon3,9.331657608695652,57.68179347826087,0.2672282608695652,0.5061417177609461
Colorado,US_cinnamon4,9.331657608695652,57.68179347826087,0.2672282608695652,0.5061417177609461
Colorado,US_cinnamon5,9.331657608695652,57.68179347826087,0.2672282608695652,0.5061417177609461
Colorado,US_pbm1,9.836413043478261,56.69642210144928,0.5203849637681159,0.535252998999778
Colorado,US_pbm2,9.836413043478261,56.69642210144928,0.5203849637681159,0.535252998999778
Colorado,US_pbm3,9.836413043478261,56.69642210144928,0.5203849637681159,0.535252998999778
Colorado,US_pbm4,9.836413043478261,56.69642210144928,0.5203849637681159,0.535252998999778
Colorado,US_pbm5,9.836413043478261,56.69642210144928,0.5203849637681159,0.535252998999778
Colorado,US_pfeiler1,11.029393115942028,52.93908514492754,0.2904121376811594,0.6295521729255282
Colorado,US_pfeiler2,11.029393115942028,52.93908514492754,0.2904121376811594,0.6295521729255282
Colorado,US_pfeiler3,11.029393115942028,52.93908514492754,0.2904121376811594,0.6295521729255282
Colorado,US_pfeiler4,11.029393115942028,52.93908514492754,0.2904121376811594,0.6295521729255282
